PENJUALAN_2021;PENJUALAN_2020;RATIO_BEBAN-PENJUALAN_2021;RATIO_BEBAN-PENJUALAN_2020;SUMBER_LABA_UTAMA_2021;SUMBER_LABA_UTAMA_2020;LABA_RUGI_2021;LABA_RUGI_2020;LIABILITAS_2021;LIABILITAS_2020;ASET_2021;ASET_2020;KAS_2021;KAS_2020;Performa
95158830;99541651;0,028577829;0,603382398;Bidang Usaha;Bidang Usaha;-16207708,02;58176467,47;57891466;31179077;176460672;188829979;11456906;18296482;buruk
85460995;89106998;0,87490389;0,123476371;Bidang usaha;Bidang usaha;45074912,92;-4235470,931;96401500;38173216;192662037;183682735;23319344;30047767;buruk
136300294;142110122;0,364968956;0,688466011;Bidang usaha;Bidang usaha;-9601162,982;-33157635,13;71177387;99232576;194502136;188099272;9280787;15886586;buruk
128312455;133754987;0,744476599;0,319673962;Bidang Lainnya;Bidang Usaha;-28854145,87;90313107,14;57506512;89351702;174157044;177071313;18462515;26360938;buruk
102719099;107032061;0,316290489;0,43099296;Bidang Usaha;Bidang Usaha;31055828,31;66333163,28;33725260;46840072;173578248;185905603;26538874;31811982;buruk
130320188;135510794;0,187484527;0,215688854;Bidang Lainnya;Bidang Usaha;49529915,39;52344707,76;34076263;55435205;193741993;188535675;14335867;22965256;buruk
68437509;71074053;0,556705542;0,548149939;Bidang Lainnya;Bidang Lainnya;-6476967,66;14416786,83;53493793;23309019;186335393;184836323;13454474;18489425;buruk
138167105;143476877;0,898397209;0,568539223;Bidang Usaha;Bidang Usaha;71010674,96;-34623996,29;83414117;54382645;179011837;181178690;7886743;15600834;buruk
88523838;91748591;0,665679267;0,12375382;Bidang Usaha;Bidang Usaha;-23405644,4;942382,0099;44699185;74952308;192292259;189573790;19545774;26812195;buruk
121229909;125288529;0,051714271;0,424446871;Bidang usaha;Bidang usaha;-7320225,057;57636431,63;68005923;88682323;170301773;188601439;11628543;20802723;buruk
110674855;114145082;0,436601644;0,759120637;Bidang Usaha;Bidang Usaha;-16794540,45;52007626,94;53113138;77229983;189978423;197669386;5144199;13515560;buruk
135590448;139621731;0,209191447;0,129228626;Bidang Lainnya;Bidang Lainnya;-25892094,57;-11975296,22;68665780;79088940;199647591;199692176;18521858;27252957;buruk
117978732;121311302;0,127234192;0,165463037;Bidang Usaha;Bidang Usaha;35532580,78;70492923,95;50853903;24030953;195939763;177153133;19094873;28554811;buruk
90811075;93018197;0,81775915;0,943034428;Bidang Lainnya;Bidang Usaha;49484003,41;63098628,76;49468503;67637009;196550496;192027928;3941879;13259711;buruk
96275183;98491380;0,340139489;0,089945468;Bidang Lainnya;Bidang Lainnya;-19762261,34;-1276283,297;88519417;79011973;181578689;192687876;20725633;28853714;buruk
116720440;118379324;0,227150825;0,90243433;Bidang Usaha;Bidang Usaha;6404206,256;19242485,22;85862932;88519441;191259850;187570095;27428769;36697546;buruk
74557724;75416295;0,88371147;0,557805968;Bidang Usaha;Bidang Usaha;41170435,86;20473319,7;22309271;50528491;180109964;176943991;28516497;37822141;buruk
64118915;64776510;0,666813234;0,536313737;Bidang usaha;Bidang usaha;8560711,105;43948231,05;86645368;38725368;171644547;183605729;4878243;14653637;buruk
100837920;101692503;0,416328264;0,16081969;Bidang Lainnya;Bidang Usaha;-9641638,947;29655819,59;90682025;50645380;183857029;182409851;19376862;28423263;buruk
133019488;133775243;0,965070875;0,77065571;Bidang Usaha;Bidang Usaha;-36149786,61;-34836726,25;90624316;70221700;172430912;195912089;6463163;15229794;buruk
121435065;121866516;0,487462391;0,6993098;Bidang Usaha;Bidang Usaha;-25197034,51;-6687955,962;24343394;98362282;176418052;187422361;6638240;13034709;buruk
134671064;135145380;0,981267735;0,656346794;Bidang Usaha;Bidang Usaha;-27936193,5;92055480,84;31343120;35290309;198522621;178675235;4956630;11803523;buruk
97447223;97664588;0,439303105;0,123772409;Bidang Usaha;Bidang Usaha;55064674,94;47143907,21;75244055;67325786;192966819;185516216;20074281;25107114;buruk
136497774;136654356;0,855039968;0,044780537;Bidang Usaha;Bidang Usaha;7620716,83;89117388,52;61342481;69497846;198270754;199215229;7068206;16581853;buruk
68626754;68634830;0,196603695;0,923455673;Bidang usaha;Bidang usaha;-7075520,453;24081940,37;76436665;51041885;173843549;181348361;14668835;23569111;buruk
87409036;87243896;0,981589695;0,624885436;Bidang usaha;Bidang usaha;15276797,54;15477101,96;51891138;81354222;187986403;184863282;6877726;11908447;buruk
105665794;105437496;0,668687356;0,223800752;Bidang usaha;Bidang Lainnya;50113996,11;71226319,16;39917566;39822792;184475045;190829397;31434454;39919303;buruk
137895142;137506538;0,956015913;0,414798745;Bidang Lainnya;Bidang Lainnya;-28994346,44;-25180889,39;51563761;69602504;178833016;170711335;3854812;11442580;buruk
122098812;121504182;0,144205906;0,557934571;Bidang usaha;Bidang usaha;10856647,6;82189166,69;72263664;70077999;198472325;174368805;7807692;15441387;buruk
67270859;66930195;0,498748622;0,592838689;Bidang Usaha;Bidang Usaha;5803254,969;17222244,76;63750986;98731307;188408356;191220636;25729576;31136547;buruk
137357702;136654420;0,375598701;0,299091045;Bidang Usaha;Bidang Usaha;3450632,533;84992331,74;69753924;94163757;171739587;199017798;4192050;11644120;buruk
149973446;147976594;0,679131855;0,389451676;Bidang usaha;Bidang Lainnya;15837201,27;76221200,99;58711832;58375445;179103884;184062794;19924410;26377071;buruk
138806195;136791907;0,867670042;0,555685694;Bidang Usaha;Bidang Usaha;16406372,74;2811712,926;21693165;53905140;187946561;179425098;14314864;21165166;buruk
93661959;92001118;0,440265026;0,841257914;Bidang usaha;Bidang usaha;-16608250,7;45909304,47;50117054;31702958;170956112;189290289;4934490;11459054;buruk
131156145;128762155;0,644132233;0,544642924;Bidang usaha;Bidang usaha;33971773,79;55813183;69708485;24624472;194250190;176459781;14298316;23787947;buruk
126678642;123812175;0,089315101;0,555961183;Bidang Usaha;Bidang Usaha;1774801,239;74800996,05;92372915;47223155;172639582;180992235;26655761;34999633;buruk
92359710;89743643;0,188147322;0,355684047;Bidang usaha;Bidang usaha;16751477,55;26847921,89;64989220;48599874;195834520;182067216;10067577;17809064;buruk
145175863;140683290;0,539786738;0,976705798;Bidang Usaha;Bidang Usaha;-4812670,869;94660131,38;68588035;77672370;183917644;177375801;24645284;32458756;buruk
144264418;139012303;0,828590409;0,255448217;Bidang Lainnya;Bidang Usaha;5906914,347;-2629132,804;64513986;46068094;170740051;181250181;8993611;16712921;buruk
133090095;127968180;0,794325836;0,948831446;Bidang usaha;Bidang usaha;-943849,2731;-13954258,52;20260730;37902125;185334647;176099135;16536521;25407337;buruk
105683400;101366156;0,48348511;0,627531771;Bidang Lainnya;Bidang Usaha;31563367,87;64004264,38;81351309;83629616;186263240;191425998;6988232;12001804;buruk
68828551;65981143;0,723762588;0,976992111;Bidang Usaha;Bidang Usaha;-19956760,46;20110976,22;55477424;38563893;195834950;194798754;13374549;21235744;buruk
146763347;140666115;0,253706094;0,241663188;Bidang Usaha;Bidang Lain ;-19682173,96;31645349,59;31005319;65879791;173934126;171582011;19935210;29860298;buruk
109590778;104984299;0,804784012;0,780207431;Bidang Usaha;Bidang Usaha;31613688,23;63122462,98;39003374;39467294;191598677;190834565;15214599;24066830;buruk
149451939;142946034;0,095048133;0,966318773;Bidang Usaha;Bidang Usaha;48154773,02;97918448,29;80600293;68533044;198770221;199341912;19728927;27122600;buruk
147150731;140721595;0,648929445;0,478303232;Bidang Usaha;Bidang Usaha;-19797131,03;-23053650,03;21329675;28493497;192392953;194040730;29648671;38402163;buruk
144327488;138008920;0,40808898;0,269624186;Bidang Lainnya;Bidang Lainnya;-17604869,15;89582391,05;85299933;48093194;181739980;191172824;27339858;36183448;buruk
137205242;131027108;0,582175639;0,50753907;Bidang Lainnya;Bidang Usaha;-33331245,56;54601848,68;41315061;89094663;192200281;194873202;26785199;35455940;buruk
81424511;77712144;0,092790462;0,415838419;Bidang usaha;Bidang usaha;-3552806,992;47939013,46;35177328;61816867;185058967;185359745;26654444;36535109;buruk
102964171;98129996;0,808275053;0,64478548;Bidang Usaha;Bidang Usaha;-11654619,69;40577932,22;65289608;80078295;194706337;173072656;3188657;10506885;buruk
114496710;107460012;0,830684673;0,731397381;Bidang Usaha;Bidang Usaha;-19804521,83;43609040,56;62086576;83097486;175106276;182204001;16206063;23691027;buruk
85372199;80110462;0,830210825;0,406318268;Bidang usaha;Bidang usaha;-5305547,662;99905,49175;23018464;50194992;186473355;192882760;16085318;22765122;buruk
109932204;103114312;0,830335404;0,491526529;Bidang usaha;Bidang Lainnya;-30009751,59;26881393,47;74648932;94464051;189585843;197380132;17921090;23784581;buruk
109659030;102768627;0,875235738;0,355322711;Bidang usaha;Bidang usaha;53314674,66;-21397205,36;82258242;52433014;177969681;188573724;18246873;27575913;buruk
111458546;104331166;0,706383764;0,237221235;Bidang usaha;Bidang usaha;-27846439,86;43291240,47;29056118;88609272;197619954;185173208;22683118;30613574;buruk
149566983;139633070;0,780822577;0,770139002;Bidang Usaha;Bidang Usaha;50942278,39;69307368,48;43234447;37938744;171471315;196495389;28986600;37978826;buruk
73774996;68812594;0,311268553;0,325383654;Bidang Lainnya;Bidang Usaha;-17571243,71;3511010,718;36941433;88294104;192438416;190080427;13186231;20519723;buruk
88824667;82748128;0,115745552;0,262408174;Bidang Usaha;Bidang Usaha;8061580,473;31681825,21;39419710;65706339;192612866;183147028;23064114;28130749;buruk
133958702;124319050;0,538806543;0,601262539;Bidang Lainnya;Bidang Usaha;-11232608,18;-11521695,02;80840249;39207277;180778018;172941548;24137274;33536667;buruk
143033621;132598071;0,57162359;0,003423828;Bidang usaha;Bidang usaha;35560027,36;-14546792,92;96035133;88790089;193629994;186549716;25823109;31581129;buruk
118771478;109961609;0,362645678;0,000414744;Bidang usaha;Bidang usaha;39734020,29;36664905,83;71695399;74457061;180865967;186621503;8047357;14965584;buruk
88136424;81494957;0,966872008;0,094423922;Bidang usaha;Bidang usaha;44020704,76;-16726645,34;36708634;83552965;188248691;174551500;17229778;23111683;buruk
112834502;103951839;0,175241427;0,702982158;Bidang usaha;Bidang usaha;9062476,627;68804349,34;56031543;33044004;172256836;180192848;16248600;22673296;buruk
102755456;94579719;0,635857046;0,071192211;Bidang usaha;Bidang usaha;46053476,84;-24083627,77;75579938;36481492;195001419;193400439;30283465;39782733;buruk
80659080;74179919;0,516449447;0,401863269;Bidang usaha;Bidang usaha;10978815,06;17189657,76;41263528;31174628;175833195;191246074;20756736;30000789;buruk
65730979;60172986;0,555177409;0,00140187;Bidang Lainnya;Bidang Usaha;12768354,7;38549159,78;63685094;92676389;193763278;171365828;22841894;31757406;buruk
123702144;113158430;0,782852327;0,632921958;Bidang Usaha;Bidang Usaha;23219398,68;66844997,79;83004365;25372547;190337779;181839250;10030983;16469134;buruk
133112763;121547940;0,884604669;0,487914971;Bidang Usaha;Bidang Usaha;-18181722,69;70128242,05;45505477;67718329;198409915;194722509;3604576;10058284;buruk
141649815;128684062;0,187813262;0,878800769;Bidang Usaha;Bidang Usaha;-40644537,69;-8417734,524;28105676;34229073;180930073;173659215;16966687;24083739;buruk
135213464;122706074;0,669317543;0,772878781;Bidang Usaha;Bidang Usaha;-4381151,234;70872636,09;44745780;36477623;178306029;172614735;28393798;38224884;buruk
122559636;110930719;0,738275253;0,064248589;Bidang usaha;Bidang Lainnya;-30934199,79;56205130,85;54785229;49741743;177240693;170792080;34275823;39652709;buruk
118757524;106687667;0,3038085;0,787320001;Bidang Usaha;Bidang Usaha;31416076,61;60213521,53;93216248;29551796;194164776;186578552;8471888;18372117;buruk
98077458;88002566;0,25098266;0,198225236;Bidang usaha;Bidang usaha;-14939352,41;44659540,41;92193290;68733304;190030085;189665754;22075705;30081699;buruk
111987949;99989123;0,620575567;0,920101089;Bidang Usaha;Bidang Usaha;-13138244,46;61757631,96;77930727;99716494;179609148;178893833;12945437;20197518;buruk
132765529;117362404;0,775239982;0,119859536;Bidang Lainnya;Bidang Lainnya;-12603088,25;65749468,47;26897583;27314113;178594009;198188177;13210838;23183140;buruk
109813579;97032001;0,78476295;0,174218634;Bidang Usaha;Bidang Usaha;23070709,65;32064617,42;95187815;49432268;195799233;170660922;10310733;18771962;buruk
130473205;115175150;0,898616383;0,474627208;Bidang Usaha;Bidang Usaha;9850507,765;-34101606,36;88830386;85306121;197755167;195869387;4973795;10863745;buruk
80597285;71113616;0,605658492;0,400596991;Bidang Usaha;Bidang Lain ;-20327092,24;25437227,21;85912298;33653484;187450672;190647850;11170295;18004781;buruk
145654596;127907076;0,629233693;0,426535179;Bidang Usaha;Bidang Usaha;7783859,627;29035373,13;75993023;49068153;177403270;196464229;7064384;16952747;buruk
137890066;120654952;0,962639771;0,975065685;Bidang Usaha;Bidang Usaha;38525917,63;53492216,09;37804535;57127024;190712827;178967848;5863872;11070851;buruk
122343085;106711828;0,400675467;0,6335065;Bidang usaha;Bidang usaha;-8601387,737;28034022,42;38776256;80211296;178055962;197802147;3821716;12736171;buruk
89277115;77686863;0,171229611;0,882696789;Bidang usaha;Bidang usaha;-8090251,676;12755952,58;88192402;83412451;179811190;196291270;26384019;35115211;buruk
138592240;120577774;0,19915016;0,544271461;Bidang Usaha;Bidang Usaha;-20429907,57;51336760,02;93709194;89668153;193217353;193235283;20477105;27332145;buruk
117722934;101758590;0,892578309;0,875860974;Bidang Usaha;Bidang Usaha;-1831015,666;30110146,9;24408570;59927730;186681898;191689738;20762322;30401855;buruk
104681176;90485128;0,129373716;0,134464134;Bidang Lainnya;Bidang Lainnya;-29481119,31;51948213,51;58078981;67308832;180465060;176094748;30975524;39754712;buruk
97385586;83869940;0,85867478;0,100380251;Bidang Usaha;Bidang Usaha;8106727,37;56657884,09;37483099;74762938;195686484;190805386;20546940;26522460;buruk
149964744;129077007;0,101324213;0,023628412;Bidang usaha;Bidang usaha;-21569699,83;-3579459,927;83470691;53971267;178357088;181390859;13085445;19260565;buruk
81548943;69805100;0,242405413;0,180133376;Bidang usaha;Bidang Lainnya;-11422399,46;22861377,34;22541125;54872251;173876410;190773134;17461197;27272910;buruk
136887690;116351082;0,985314111;0,547521919;Bidang Lainnya;Bidang Usaha;57595202,95;75104596,67;88400218;23567263;181746101;176891119;16044285;23600545;buruk
112001767;95168408;0,659167492;0,861482254;Bidang Lainnya;Bidang Usaha;-30776942,92;17300482,37;84635843;57440056;180075627;193925909;31358630;38061425;buruk
91646022;77558925;0,409861545;0,001328638;Bidang usaha;Bidang usaha;45737492,24;11597857,2;54682256;29526457;177943024;187286753;8187615;14799419;buruk
103446892;87334362;0,145899855;0,849330929;Bidang Usaha;Bidang Usaha;3912771,192;34191585,75;99172318;57017845;186093138;189493874;13833783;23630584;buruk
122734931;102918521;0,623641855;0,633939294;Bidang usaha;Bidang usaha;-34540535,3;-4287589,425;85805448;80536873;196830480;188202300;8179496;14429418;buruk
87554936;73411844;0,871584694;0,579194847;Bidang Usaha;Bidang Usaha;-8033118,074;35869250,58;87465078;26821844;177681032;189997518;3966720;13602737;buruk
125051137;104666698;0,852186365;0,349645322;Bidang usaha;Bidang usaha;80436214,16;7428833,494;55551235;77584216;171734376;188598044;19109252;26118679;buruk
100243259;83840295;0,139414288;0,079189355;Bidang Usaha;Bidang Usaha;12432228,66;46389192,68;50203293;60456916;188157457;190865042;2775269;12341385;buruk
80101196;66803939;0,419292991;0,708666005;Bidang usaha;Bidang usaha;16420473,43;32667644,69;92949815;71660720;191430626;191923729;6829494;15378142;buruk
100016020;83348349;0,669999016;0,958812322;Bidang Usaha;Bidang Usaha;17244070,15;25470420,02;70357726;23686540;182548130;196001528;25032571;32043081;buruk
102144105;84698936;0,743981904;0,114477337;Bidang Lainnya;Bidang Usaha;-27381165,37;-13108172,63;49885599;69611726;189314215;181233164;19612782;28433528;buruk
108095961;89542102;0,720943106;0,932431404;Bidang Lainnya;Bidang Usaha;-17757585,82;21292582,59;47002248;38338547;197058995;175641573;17987246;26586336;buruk
113822690;93232687;0,695019676;0,890601773;Bidang Usaha;Bidang Usaha;-26777000,89;43095324,22;44359351;62858514;181292934;187709066;19387132;26805014;buruk
141500428;115679019;0,294264839;0,638154098;Bidang usaha;Bidang usaha;-7959831,754;27573529,52;27660811;55868742;181315305;178467954;17871584;25150856;buruk
149166968;121435352;0,702254037;0,774077639;Bidang usaha;Bidang Lainnya;-8179906,351;10519016,6;69184513;29822470;186337599;172758064;9596283;15603711;buruk
105838621;85889185;0,618344456;0,821038276;Bidang Usaha;Bidang Usaha;-10389641,6;35154070,54;81374823;77457823;180019228;193005399;24466301;33540716;buruk
143625066;116439458;0,907799162;0,085806741;Bidang usaha;Bidang usaha;5680480,445;74906642,16;36557251;55001479;199862517;170597634;23404151;32526713;buruk
143604488;116048103;0,070914922;0,077995634;Bidang usaha;Bidang usaha;-3260232,758;4501618,271;33584909;38988124;194366916;198608011;17322902;25952973;buruk
88913664;71527527;0,126897805;0,792305326;Bidang Usaha;Bidang Lain ;-7961642,318;8312124,149;38334951;84353097;190463363;191295242;28973463;37393445;buruk
135709893;109172298;0,965726757;0,751508989;Bidang Usaha;Bidang Usaha;-28509735,46;-31863515,31;80582144;39974959;181607792;172460583;28114190;34341607;buruk
143133656;114728215;0,482253777;0,303838208;Bidang Usaha;Bidang Usaha;-37377892,66;-443519,6275;78044062;97964979;198612875;186168949;18717441;26799332;buruk
102297810;81486972;0,42263733;0,00539512;Bidang Usaha;Bidang Usaha;33110198,97;-3406486,705;39117429;20101536;187678213;182619217;15196441;23752903;buruk
109679450;85521393;0,175054393;0,763257393;Bidang Usaha;Bidang Usaha;-32850039,12;49783826,2;89531623;98797213;183632009;178452031;26267686;33588802;buruk
97830369;76128192;0,270544395;0,588023698;Bidang Usaha;Bidang Usaha;31495716,82;53289651,13;76436165;36314314;189164779;190995198;12155826;18544710;buruk
97379571;75697971;0,007047513;0,399308798;Bidang usaha;Bidang usaha;-4172990,8;9314622,439;72850377;22196287;177924846;186047890;8356694;14824066;buruk
112107108;86925540;0,871580269;0,37281324;Bidang Usaha;Bidang Usaha;32446524,01;-16661847,97;78635126;70038314;192764359;197460922;8395049;17373670;buruk
147309313;112119588;0,47729662;0,287644612;Bidang Usaha;Bidang Usaha;-15468328,33;24644408,49;86843698;74759952;177153423;187973429;31475462;37045700;buruk
120514157;91718950;0,554465373;0,474313813;Bidang Usaha;Bidang Usaha;31286008,47;63608370,7;52099763;25226244;189349474;171211141;27170443;35640301;buruk
95768607;72804251;0,397875486;0,683308044;Bidang usaha;Bidang Lainnya;43719929,32;48094901,11;94032090;83666252;171854685;195711489;23274232;30460646;buruk
137004471;104111778;0,908174108;0,095700398;Bidang Usaha;Bidang Usaha;-40780519,32;-19548045,57;65220658;76571894;171027669;190722751;17751617;23634575;buruk
95687642;72552167;0,978661873;0,074786547;Bidang usaha;Bidang usaha;33549617,27;19103264,48;22155688;97809126;189751920;194782887;30112787;39666772;buruk
143080863;107636271;0,603350456;0,929653163;Bidang usaha;Bidang Lainnya;-28647450,47;63684353,89;99296329;84515846;196356430;186652045;22457052;32280410;buruk
131151283;98640647;0,746790447;0,001690536;Bidang usaha;Bidang usaha;24630574,55;-29088624,46;94032446;94970951;185917099;192027324;3746392;12696926;buruk
133131965;99973735;0,948296001;0,095805678;Bidang Usaha;Bidang Usaha;31557306,4;61456183,64;86164911;62435176;191216794;175274866;12258135;20760772;buruk
140794134;105606873;0,128754122;0,554342681;Bidang usaha;Bidang usaha;-4210332,427;52890088,63;99538678;54667821;199825589;181032776;29895162;36276513;buruk
145189656;108785474;0,551721085;0,191639943;Bidang Lainnya;Bidang Usaha;2648223,646;68600736,18;61896128;77507645;173324262;199730527;8376593;16965418;buruk
124853114;93384715;0,555846392;0,468789036;Bidang Usaha;Bidang Usaha;-25157843,11;-12237422,03;42595115;84955813;174468683;189254426;10008348;15484830;buruk
118055501;87702585;0,761009649;0,112867659;Bidang Usaha;Bidang Usaha;44416992,93;-4965615,767;48529241;32594422;174970422;196459178;8266843;13271548;buruk
115860219;85026357;0,937489355;0,282029938;Bidang Usaha;Bidang Usaha;-4974457,281;-18650699,75;29839574;76221303;172479200;176874061;8256497;14568283;buruk
134978766;98882694;0,343769313;0,826442056;Bidang Usaha;Bidang Usaha;-38265219,93;-28115369,06;96764912;99316194;180602178;170750699;29919019;39216276;buruk
121171735;88687078;0,576787618;0,078762746;Bidang Lainnya;Bidang Lainnya;19909765,58;4884077,649;79323790;58945642;174655782;198067564;25173986;33399199;buruk
83733200;61098284;0,889374563;0,527707527;Bidang Usaha;Bidang Usaha;21193520,73;-16365280,07;59277094;83633207;189413981;189574362;13629674;21929744;buruk
88973565;64280973;0,697081611;0,97393827;Bidang usaha;Bidang usaha;-8467123,709;27609625,86;54275718;62281554;190634811;198974797;13218251;22966658;buruk
146417916;104848599;0,814107052;6,90632E-06;Bidang Usaha;Bidang Usaha;-11080925,41;73295427,07;26019896;48143909;191779599;172991008;12592776;19459394;buruk
95114241;68017171;0,103021872;0,054650739;Bidang usaha;Bidang usaha;-8340539,788;17823011,84;84910344;70143295;189302539;180426511;5591268;11680819;buruk
120024638;85350388;0,300651656;0,950087535;Bidang Usaha;Bidang Usaha;39376713,64;58506689,58;85583461;90733265;176841440;182018164;7897351;17815836;buruk
104820009;74517171;0,083058068;0,970017841;Bidang Lainnya;Bidang Lainnya;-31070641,56;-11414400,21;92742593;78760331;175344728;195012174;18839870;26479167;buruk
120132655;85156820;0,388723409;0,139357701;Bidang Usaha;Bidang Usaha;-30417174,1;1694039,576;43090999;57321932;181077246;190535729;33220885;38403655;buruk
122150860;85877327;0,85261417;0,858768694;Bidang lainnya;Bidang usaha;31761814,43;34936706,25;69209090;66020091;181910886;178011653;28410809;36972117;buruk
137577888;96307093;0,727710524;0,724256775;Bidang usaha;Bidang Lainnya;-23135447,21;57779344,67;47275705;75762993;197005004;192193855;19789729;26103938;buruk
101115381;70535736;0,691074941;0,486085051;Bidang usaha;Bidang usaha;-27932534,78;6228781,576;98713857;98921537;187530487;182175255;21194545;31103727;buruk
105248454;72894500;0,112211389;0,47816875;Bidang usaha;Bidang usaha;1119712,949;3059070,568;21163257;32839503;174895904;176071551;6856279;15191866;buruk
141038032;97585303;0,826791833;0,186722868;Bidang Usaha;Bidang Usaha;16950010,93;37897078,74;90399969;93068838;177670509;179560983;20424085;29628119;buruk
117326886;80973676;0,579460004;0,265942049;Bidang usaha;Bidang usaha;50362356,25;42117067,57;29337340;49710975;183624589;184701150;27746278;36570946;buruk
145001524;99832670;0,07179302;0,264479798;Bidang Usaha;Bidang Lain ;-40318736,84;34969676,52;49740669;23305126;189649521;198972785;24621627;29917067;buruk
106383555;73084450;0,60395924;0,855708999;Bidang Usaha;Bidang Usaha;-12149371,15;23210813,35;61116224;95299184;194343772;176826521;23024021;30715899;buruk
92304185;63018746;0,639490768;0,123398352;Bidang Usaha;Bidang Usaha;1389364,977;16360457,69;22548932;83646946;172730809;176854221;26551243;36395890;buruk
136346344;92572281;0,62415153;0,574719944;Bidang usaha;Bidang usaha;16860665,14;62535747,37;59192561;73060646;178864033;178712329;2009970;10320238;buruk
137448144;93160535;0,187729013;0,54906097;Bidang Usaha;Bidang Usaha;41598726,65;55368510,79;75228189;26185673;172129783;186352906;3948006;11649180;buruk
114624445;77656730;0,525875453;0,226574094;Bidang Usaha;Bidang Usaha;32546112,54;41526426,98;41897292;96611758;187527329;184432419;15794480;24181459;buruk
135277191;91078954;0,666727934;0,172540438;Bidang Usaha;Bidang Usaha;38942557,1;-20107406,92;86939121;69315981;192536948;177934699;28263311;36676045;buruk
128949409;85854682;0,675655128;0,103893229;Bidang Usaha;Bidang Usaha;-2086677,54;-2162892,215;32696511;35390078;182722931;186046734;27320159;33921792;buruk
137251242;90514155;0,528735905;0,743504667;Bidang Lainnya;Bidang Usaha;-34237462,1;-9811969,53;85368545;50348352;177322165;172446455;10637864;16768503;buruk
119144140;77473381;0,293512272;0,964227226;Bidang Lainnya;Bidang Lainnya;2852779,723;49674048,68;55301387;75977031;186271426;183110202;7801228;15263313;buruk
127442550;82011294;0,141563051;0,259179095;Bidang Usaha;Bidang Usaha;-21236244,13;-2081230,982;75719238;88548270;194639270;192626345;24660440;34400217;buruk
140160996;90062754;0,862511963;0,533239198;Bidang Lainnya;Bidang Lainnya;2523263,323;37925925,13;41588233;91523355;194176379;170061076;21493353;26928201;buruk
100993631;63815752;0,715416496;0,914104224;Bidang Usaha;Bidang Usaha;8875088,811;16968759,25;38273578;66448665;195886413;184107929;4103546;12134026;buruk
125790217;78508194;0,600256822;0,198638178;Bidang Usaha;Bidang Lain ;43855024,13;25586965,33;51676663;39671040;174094734;199304685;6035108;13312162;buruk
113843614;70956776;0,488114994;0,034982101;Bidang usaha;Bidang usaha;-27134840,18;36860996,79;59601132;70217484;185518531;174367982;9782724;17422004;buruk
139774235;86672979;0,524104796;0,796121338;Bidang usaha;Bidang usaha;-16025771,29;19217115,21;48825769;21312273;172904755;189316345;15390247;24483222;buruk
100025004;61528145;0,427993091;0,738130895;Bidang Usaha;Bidang Usaha;-22095764,74;-16207366,73;98674764;79439073;190767692;179524044;9298810;17590643;buruk
112906048;69406545;0,228545819;0,381015243;Bidang Usaha;Bidang Usaha;-8770590,241;-5025214,861;45579645;91722039;189969767;192013979;23157105;32050695;buruk
100941823;62047258;0,502034797;0,496545182;Bidang Usaha;Bidang Usaha;12592048,19;12951697,9;65598470;21435633;183633877;182999410;13655137;22544926;buruk
149651029;91961769;0,690474748;0,440301634;Bidang usaha;Bidang usaha;6115509,904;34290683,29;57360920;29505483;192893318;190581179;16499326;24167554;buruk
147461897;90111774;0,932631272;0,500043133;Bidang Usaha;Bidang Usaha;89344605,14;27239303,1;74272790;76320480;193466167;182254111;6861640;14814941;buruk
146241320;89153112;0,774671186;0,318703098;Bidang Lainnya;Bidang Usaha;-37610370,77;2577282,733;82175055;32982654;195210354;175859757;9061568;15280140;buruk
109652944;66502247;0,781949199;0,958321155;Bidang usaha;Bidang usaha;-15556277,02;12762933,95;41470144;79529411;170218262;191481170;13712292;18961403;buruk
140301894;84943636;0,481637837;0,633935311;Bidang Usaha;Bidang Usaha;-4099877,099;-13383074,97;57502618;75113812;182999745;199641435;16048815;21453043;buruk
131721119;79747812;0,986609863;0,631923243;Bidang Lainnya;Bidang Lainnya;72684566,75;41065266,73;45525026;66654702;173433477;182561317;11290989;16946292;buruk
131829897;79654886;0,118256114;0,475769403;Bidang Usaha;Bidang Usaha;-37437514,46;25749418,99;73585711;56244686;192906714;199166328;21555769;28420852;buruk
133103715;79839166;0,065081764;0,318881725;Bidang usaha;Bidang usaha;-35054853,48;-17147054,45;27041198;69266950;170882360;174291484;20148104;28295536;buruk
112775357;67622820;0,864165854;0,329105437;Bidang usaha;Bidang usaha;-12253429,04;39448797,88;32856915;43465295;171044949;173968744;21491394;30428932;buruk
112755553;66830473;0,758989977;0,912686164;Bidang usaha;Bidang usaha;-33804362,79;-7872826,859;98854122;59083303;183375415;192223289;5399181;11216911;buruk
102178843;60517904;0,959567841;0,000121266;Bidang Usaha;Bidang Usaha;64705890,98;33004896,87;37054476;64337475;173290579;194017736;19687648;28471874;buruk
133958957;79303314;0,331177299;0,015353229;Bidang Usaha;Bidang Usaha;42986947,73;36261528,21;46039873;51945524;176173710;180382364;9657744;14713819;buruk
134379938;79371904;0,825814178;0,186100838;Bidang Usaha;Bidang Usaha;89321523,14;27467541,98;71320201;63665428;183681942;194247515;20420792;27769389;buruk
123032350;72625841;0,838743739;0,108450924;Bidang usaha;Bidang usaha;22097232,65;20509475,87;39817325;89590775;181511087;193308853;27131549;32466060;buruk
116843877;68735285;0,086562302;0,964138219;Bidang Usaha;Bidang Usaha;-15856725,75;29030383,49;73712821;28240157;180350725;187456090;29523942;39014042;buruk
